ID;INVOICENO;DATE_;CUSTOMERID;NAMESURNAME;CUSTOMERGENDER;CUSTOMERBIRTHDATE;ITEMCODE;ITEMNAME;UNITPRICE;BRAND;CATEGORY1;CATEGORY2;CATEGORY3;AMOUNT;PRICE;TOTALPRICE;REGION;CITY;TOWN;DISTRICT;ADDRESSTEXT;BARCODEDATE;INVOICEDATE
55;21122022-000012;2022-12-21 08:50:36.410;4783;Bedirhan Çakmakçı;E;1973-02-11;000997;RENKLİ 4 LT COLOR;103,6;MARKA-165;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;ÇAMAŞIR RENK KORUYUCU;2;119,75;239,5;İç Anadolu;Konya;YUNAK;PİRİBEYLİ-GÜNEŞTEPE MAH.;PİRİBEYLİ-GÜNEŞTEPE MAH.ATATÜRK CADDESİ SOKAK NO:467 101610 YUNAK/KONYA;2022-12-21 08:51:37.373;2022-12-21 08:51:45.113
56;29032022-000013;2022-03-29 08:46:18.423;1970;Melih İnler;E;1952-08-01;000331;SIVI SABUN BAHAR FERAHLIĞI 2500ML;38;MARKA-03;KOZMETİK;DUŞ BANYO;SIVI JEL SABUNLAR;1;61,34;61,34;İç Anadolu;Kayseri;İNCESU;VALİ İHSAN ARAS MAH.;VALİ İHSAN ARAS MAH.GÖKNAR CADDESİ SOKAK NO:806 99258 İNCESU/KAYSERİ;2022-03-29 08:46:33.607;2022-03-29 08:47:11.867
57;29032022-000013;2022-03-29 08:46:18.423;1970;Melih İnler;E;1952-08-01;000001;KONSERVE KAPAK;1,2;MARKA-154;EV;MUTFAK EŞYA GEREÇLERİ;METAL EL ALETLERİ;1;1,12;1,12;İç Anadolu;Kayseri;İNCESU;VALİ İHSAN ARAS MAH.;VALİ İHSAN ARAS MAH.GÖKNAR CADDESİ SOKAK NO:806 99258 İNCESU/KAYSERİ;2022-03-29 08:46:47.023;2022-03-29 08:47:11.867
58;29032022-000013;2022-03-29 08:46:18.423;1970;Melih İnler;E;1952-08-01;000655;KEKİK 30GR;15,6;MARKA-18;GIDA;TUZ BAHARAT;BAHARAT;4;16,64;66,56;İç Anadolu;Kayseri;İNCESU;VALİ İHSAN ARAS MAH.;VALİ İHSAN ARAS MAH.GÖKNAR CADDESİ SOKAK NO:806 99258 İNCESU/KAYSERİ;2022-03-29 08:46:49.160;2022-03-29 08:47:11.867
59;14122022-000014;2022-12-14 08:49:40.437;2506;"Hilal Tatlı ";K;1960-11-05;000911;AYAKKABI BOYASI 60 GR SİYAH;28;MARKA-192;DETERJAN TEMİZLİK;EV TEMİZLEYİCİ;AYAKKABI BAKIM;1;36,51;36,51;Doğu Anadolu;Malatya;MALATYA MERKEZ;AŞAĞI BAĞLAR MAH.;AŞAĞI BAĞLAR MAH.KANALBOYU CAD.6. SOKAK NO:104 102373 MALATYA MERKEZ/MALATYA;2022-12-14 08:49:55.993;2022-12-14 08:50:28.000
60;14122022-000014;2022-12-14 08:49:40.437;2506;"Hilal Tatlı ";K;1960-11-05;001333;CEMENSİZ PASTIRMA 115 GR;126,8;MARKA-143;ET TAVUK;ET ŞARKÜTERİ;PASTIRMA;4;110,75;443;Doğu Anadolu;Malatya;MALATYA MERKEZ;AŞAĞI BAĞLAR MAH.;AŞAĞI BAĞLAR MAH.KANALBOYU CAD.6. SOKAK NO:104 102373 MALATYA MERKEZ/MALATYA;2022-12-14 08:49:59.473;2022-12-14 08:50:28.000
61;14122022-000014;2022-12-14 08:49:40.437;2506;"Hilal Tatlı ";K;1960-11-05;000969;ÇORAP 3LU EKO BOY;31,2;MARKA-179;EV;İÇ GİYİM AKSESUAR;ÇORAP;4;31,25;125;Doğu Anadolu;Malatya;MALATYA MERKEZ;AŞAĞI BAĞLAR MAH.;AŞAĞI BAĞLAR MAH.KANALBOYU CAD.6. SOKAK NO:104 102373 MALATYA MERKEZ/MALATYA;2022-12-14 08:50:01.583;2022-12-14 08:50:28.000
62;14122022-000014;2022-12-14 08:49:40.437;2506;"Hilal Tatlı ";K;1960-11-05;000796;CİPS 66 GR. PEYNİRLİ;12;MARKA-116;GIDA;BÜSKİVİ ÇEREZ;CİPS;2;11,28;22,56;Doğu Anadolu;Malatya;MALATYA MERKEZ;AŞAĞI BAĞLAR MAH.;AŞAĞI BAĞLAR MAH.KANALBOYU CAD.6. SOKAK NO:104 102373 MALATYA MERKEZ/MALATYA;2022-12-14 08:50:03.750;2022-12-14 08:50:28.000
63;14122022-000014;2022-12-14 08:49:40.437;2506;"Hilal Tatlı ";K;1960-11-05;000644;DEO STICK FORWOMEN 50 ML;42;MARKA-105;KOZMETİK;PARFÜM DEODORANT;STICK;2;46,89;93,78;Doğu Anadolu;Malatya;MALATYA MERKEZ;AŞAĞI BAĞLAR MAH.;AŞAĞI BAĞLAR MAH.KANALBOYU CAD.6. SOKAK NO:104 102373 MALATYA MERKEZ/MALATYA;2022-12-14 08:50:09.523;2022-12-14 08:50:28.000
64;20122022-000015;2022-12-20 08:51:59.473;2319;"Sinem Değirmenci ";K;1974-10-22;000827;SIVI 1LT.BEYAZ LEKE ÇIKARICI;67,6;MARKA-130;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;ÇAMAŞIR RENK KORUYUCU;4;77,25;309;İç Anadolu;Eskişehir;TEPEBAŞI;HOŞNUDİYE MAH.;HOŞNUDİYE MAH.780. SOKAK NO:411 119204 TEPEBAŞI/ESKİŞEHİR;2022-12-20 08:52:19.933;2022-12-20 08:53:23.913
65;20122022-000015;2022-12-20 08:51:59.473;2319;"Sinem Değirmenci ";K;1974-10-22;000637;TAHİN HELVA 500 GR;47,6;MARKA-201;SÜT KAHVALTILIK;KAHVALTILIK;HELVA;1;59,17;59,17;İç Anadolu;Eskişehir;TEPEBAŞI;HOŞNUDİYE MAH.;HOŞNUDİYE MAH.780. SOKAK NO:411 119204 TEPEBAŞI/ESKİŞEHİR;2022-12-20 08:52:22.187;2022-12-20 08:53:23.913
66;20122022-000015;2022-12-20 08:51:59.473;2319;"Sinem Değirmenci ";K;1974-10-22;000805;HALI ŞAMPUANI MATİK 1 KG;67,6;MARKA-86;DETERJAN TEMİZLİK;EV TEMİZLEYİCİ;HALI ŞAMPUAN;2;100,48;200,96;İç Anadolu;Eskişehir;TEPEBAŞI;HOŞNUDİYE MAH.;HOŞNUDİYE MAH.780. SOKAK NO:411 119204 TEPEBAŞI/ESKİŞEHİR;2022-12-20 08:52:36.853;2022-12-20 08:53:23.913
67;20122022-000015;2022-12-20 08:51:59.473;2319;"Sinem Değirmenci ";K;1974-10-22;000197;KONSERVE PATLICAN KIZRTM.215 GR;18,8;MARKA-197;GIDA;HAZIR YEMEKLER;HAZIR YEMEK;1;17,87;17,87;İç Anadolu;Eskişehir;TEPEBAŞI;HOŞNUDİYE MAH.;HOŞNUDİYE MAH.780. SOKAK NO:411 119204 TEPEBAŞI/ESKİŞEHİR;2022-12-20 08:52:38.740;2022-12-20 08:53:23.913
68;20122022-000015;2022-12-20 08:51:59.473;2319;"Sinem Değirmenci ";K;1974-10-22;000258;BADEM İÇİ 90 GR;55,6;MARKA-196;GIDA;BÜSKİVİ ÇEREZ;KURUYEMİŞ;4;73,67;294,68;İç Anadolu;Eskişehir;TEPEBAŞI;HOŞNUDİYE MAH.;HOŞNUDİYE MAH.780. SOKAK NO:411 119204 TEPEBAŞI/ESKİŞEHİR;2022-12-20 08:52:51.550;2022-12-20 08:53:23.913
69;20122022-000015;2022-12-20 08:51:59.473;2319;"Sinem Değirmenci ";K;1974-10-22;000670;DANTEL M. ÖRTÜSÜ 30*45 CM VE 40 CM YUVARLAK;8;MARKA-198;EV;EV TEKSTİL;MUTFAK;4;8,53;34,12;İç Anadolu;Eskişehir;TEPEBAŞI;HOŞNUDİYE MAH.;HOŞNUDİYE MAH.780. SOKAK NO:411 119204 TEPEBAŞI/ESKİŞEHİR;2022-12-20 08:52:56.500;2022-12-20 08:53:23.913
70;20122022-000015;2022-12-20 08:51:59.473;2319;"Sinem Değirmenci ";K;1974-10-22;000697;SIVI SABUN 300 ML FRAMBUAZ;18,4;MARKA-126;KOZMETİK;DUŞ BANYO;SIVI JEL SABUNLAR;4;22,28;89,12;İç Anadolu;Eskişehir;TEPEBAŞI;HOŞNUDİYE MAH.;HOŞNUDİYE MAH.780. SOKAK NO:411 119204 TEPEBAŞI/ESKİŞEHİR;2022-12-20 08:53:07.140;2022-12-20 08:53:23.913
71;20122022-000015;2022-12-20 08:51:59.473;2319;"Sinem Değirmenci ";K;1974-10-22;001357;GÜNLÜK SÜT 200 ML;8,8;MARKA-180;SÜT KAHVALTILIK;SÜT;GÜNLÜK SÜT;4;11,52;46,08;İç Anadolu;Eskişehir;TEPEBAŞI;HOŞNUDİYE MAH.;HOŞNUDİYE MAH.780. SOKAK NO:411 119204 TEPEBAŞI/ESKİŞEHİR;2022-12-20 08:53:10.020;2022-12-20 08:53:23.913
72;16112022-000016;2022-11-16 08:42:57.463;5109;Zeliha Coşkun;K;1958-03-24;001316;DANA  KUŞBAŞI YAĞSIZ 500 GR.;119,6;MARKA-120;ET TAVUK;KIRMIZI ET;DANA;1;187,75;187,75;Akdeniz;Antalya;KONYAALTI;BAHTILI KÖYÜ;BAHTILI KÖYÜ MAH.BAHTILI-25 SOKAK NO:778 82076 KONYAALTI/ANTALYA;2022-11-16 08:43:08.823;2022-11-16 08:43:22.153
73;08092022-000017;2022-09-08 08:47:32.503;9574;Metin Dinçsoy;E;1977-12-22;000643;DEO STICK FORMEN 50 ML;42;MARKA-105;KOZMETİK;PARFÜM DEODORANT;STICK;4;45,02;180,08;Marmara;Yalova;ÇİFTLİKKÖY;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.PAPATYA SOKAK NO:170 76820 ÇİFTLİKKÖY/YALOVA;2022-09-08 08:47:41.010;2022-09-08 08:48:22.727
74;08092022-000017;2022-09-08 08:47:32.503;9574;Metin Dinçsoy;E;1977-12-22;001297;MISIRÖZÜ YAĞI 2LT.;82,8;MARKA-185;GIDA;SIVI YAĞLAR;MISIRÖZÜ;4;63,31;253,24;Marmara;Yalova;ÇİFTLİKKÖY;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.PAPATYA SOKAK NO:170 76820 ÇİFTLİKKÖY/YALOVA;2022-09-08 08:47:49.637;2022-09-08 08:48:22.727
75;08092022-000017;2022-09-08 08:47:32.503;9574;Metin Dinçsoy;E;1977-12-22;000413;CREAM BAR SABUN 100 GR.;15,6;MARKA-69;KOZMETİK;DUŞ BANYO;KATI SABUNLAR;3;21,73;65,19;Marmara;Yalova;ÇİFTLİKKÖY;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.PAPATYA SOKAK NO:170 76820 ÇİFTLİKKÖY/YALOVA;2022-09-08 08:47:51.580;2022-09-08 08:48:22.727
76;08092022-000017;2022-09-08 08:47:32.503;9574;Metin Dinçsoy;E;1977-12-22;000040;BEZELYE 500 GR. NO:3;12,4;MARKA-200;GIDA;HAZIR YEMEKLER;KONSERVE;1;14,98;14,98;Marmara;Yalova;ÇİFTLİKKÖY;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.PAPATYA SOKAK NO:170 76820 ÇİFTLİKKÖY/YALOVA;2022-09-08 08:47:57.830;2022-09-08 08:48:22.727
77;08092022-000017;2022-09-08 08:47:32.503;9574;Metin Dinçsoy;E;1977-12-22;001149;CİĞER PAKET;32;MARKA-53;ET TAVUK;KÜMES HAYVANLARI;PİLİÇ;1;27,53;27,53;Marmara;Yalova;ÇİFTLİKKÖY;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.PAPATYA SOKAK NO:170 76820 ÇİFTLİKKÖY/YALOVA;2022-09-08 08:47:59.930;2022-09-08 08:48:22.727
78;08092022-000017;2022-09-08 08:47:32.503;9574;Metin Dinçsoy;E;1977-12-22;001304;ZEN FOR WOMEN GİFT SET EDT+DEO;119,2;MARKA-105;KOZMETİK;PARFÜM DEODORANT;PARFÜM;1;99,84;99,84;Marmara;Yalova;ÇİFTLİKKÖY;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.PAPATYA SOKAK NO:170 76820 ÇİFTLİKKÖY/YALOVA;2022-09-08 08:48:11.567;2022-09-08 08:48:22.727
79;08092022-000017;2022-09-08 08:47:32.503;9574;Metin Dinçsoy;E;1977-12-22;000239;TUZLU KURU PASTA;22;MARKA-211;GIDA;UNLU MAMÜLLER;KURABİYE GALETE GRİSİNİ;2;22,65;45,3;Marmara;Yalova;ÇİFTLİKKÖY;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.;TAŞKÖPRÜ-TAŞKÖPRÜ MERKEZ MAH.PAPATYA SOKAK NO:170 76820 ÇİFTLİKKÖY/YALOVA;2022-09-08 08:48:13.760;2022-09-08 08:48:22.727
80;30092022-000018;2022-09-30 08:45:59.490;5269;Ayşegül Öztürk;K;1976-05-17;000728;YOĞURT 3'LU;7,6;MARKA-194;SÜT KAHVALTILIK;YOĞURT;MEYVELİ YOĞURTLAR;1;6,26;6,26;Karadeniz;Bolu;BOLU MERKEZ;SAĞLIK MAH.;SAĞLIK MAH.TADIM SOKAK NO:834 85069 BOLU MERKEZ/BOLU;2022-09-30 08:46:13.397;2022-09-30 08:46:34.517
81;30092022-000018;2022-09-30 08:45:59.490;5269;Ayşegül Öztürk;K;1976-05-17;000242;ISIRGANOTLU ŞAMPUAN 500ML NORMAL SAÇLAR;122;MARKA-202;KOZMETİK;SAÇ BAKIM;ŞAMPUANLAR;2;101,38;202,76;Karadeniz;Bolu;BOLU MERKEZ;SAĞLIK MAH.;SAĞLIK MAH.TADIM SOKAK NO:834 85069 BOLU MERKEZ/BOLU;2022-09-30 08:46:28.530;2022-09-30 08:46:34.517
82;26022022-000019;2022-02-26 08:49:14.553;7790;Esila Menteşoğlu;K;1968-07-09;001139;KAHVALTILIK SOS 300 GR;42;MARKA-197;GIDA;TUZ BAHARAT;SOS;4;60,1;240,4;Akdeniz;Adana;ÇUKUROVA;BELEDİYE EVLERİ MAH.;BELEDİYE EVLERİ MAH.84228. SOKAK NO:202 118920 ÇUKUROVA/ADANA;2022-02-26 08:49:27.260;2022-02-26 08:50:26.800
83;26022022-000019;2022-02-26 08:49:14.553;7790;Esila Menteşoğlu;K;1968-07-09;000063;500CC KETÇAP+MAYONEZ;57,2;MARKA-200;GIDA;HAZIR YEMEKLER;KETÇAP MAYONEZ;4;68,08;272,32;Akdeniz;Adana;ÇUKUROVA;BELEDİYE EVLERİ MAH.;BELEDİYE EVLERİ MAH.84228. SOKAK NO:202 118920 ÇUKUROVA/ADANA;2022-02-26 08:49:37.817;2022-02-26 08:50:26.800
84;26022022-000019;2022-02-26 08:49:14.553;7790;Esila Menteşoğlu;K;1968-07-09;000312;KLASİK KANGAL SUCUK 225 GR.;85,2;MARKA-167;ET TAVUK;ET ŞARKÜTERİ;SUCUK;4;93,63;374,52;Akdeniz;Adana;ÇUKUROVA;BELEDİYE EVLERİ MAH.;BELEDİYE EVLERİ MAH.84228. SOKAK NO:202 118920 ÇUKUROVA/ADANA;2022-02-26 08:49:52.053;2022-02-26 08:50:26.800
85;26022022-000019;2022-02-26 08:49:14.553;7790;Esila Menteşoğlu;K;1968-07-09;001216;TOZ İÇECEK 170 GR ELMA;20;MARKA-99;İÇECEK;GAZSIZ İÇECEK;TOZ İÇECEK;1;20,65;20,65;Akdeniz;Adana;ÇUKUROVA;BELEDİYE EVLERİ MAH.;BELEDİYE EVLERİ MAH.84228. SOKAK NO:202 118920 ÇUKUROVA/ADANA;2022-02-26 08:50:02.943;2022-02-26 08:50:26.800
86;26022022-000019;2022-02-26 08:49:14.553;7790;Esila Menteşoğlu;K;1968-07-09;000834;KOMPLE VÜCUT SETİ;191,2;MARKA-213;KOZMETİK;MAKYAJ MALZEMELERİ;AĞDA;3;194,66;583,98;Akdeniz;Adana;ÇUKUROVA;BELEDİYE EVLERİ MAH.;BELEDİYE EVLERİ MAH.84228. SOKAK NO:202 118920 ÇUKUROVA/ADANA;2022-02-26 08:50:04.227;2022-02-26 08:50:26.800
87;26022022-000020;2022-02-26 08:43:38.520;7940;Sare Mumcu;K;1968-05-15;000400;İZGARA TAVA;98,8;MARKA-183;ET TAVUK;KÜMES HAYVANLARI;PİLİÇ;4;113,74;454,96;Akdeniz;Antalya;MURATPAŞA;GÜZELOBA MAH.;GÜZELOBA MAH.2410. SOKAK NO:350 118644 MURATPAŞA/ANTALYA;2022-02-26 08:43:45.980;2022-02-26 08:44:08.643
88;15112022-000021;2022-11-15 08:44:02.530;95;"Hanım Akgöz ";K;1959-07-20;000244;SABUN 5Lİ ÇİÇEK BUKETİ 375GR;23,92;MARKA-101;KOZMETİK;DUŞ BANYO;KATI SABUNLAR;1;29,45;29,45;Akdeniz;Antalya;MANAVGAT;SORGUN MAH.;SORGUN MAH.8059. SOKAK NO:547 82581 MANAVGAT/ANTALYA;2022-11-15 08:44:14.373;2022-11-15 08:44:26.753
89;25122022-000022;2022-12-25 08:45:57.567;7209;Döne Köksal;K;1951-07-29;000197;KONSERVE PATLICAN KIZRTM.215 GR;18,8;MARKA-197;GIDA;HAZIR YEMEKLER;HAZIR YEMEK;1;21,29;21,29;Marmara;İstanbul;SİLİVRİ;CUMHURİYET MAH.;CUMHURİYET MAH.İÇİM SOKAK NO:117 96393 SİLİVRİ/İSTANBUL;2022-12-25 08:46:07.070;2022-12-25 08:46:42.063
90;25122022-000022;2022-12-25 08:45:57.567;7209;Döne Köksal;K;1951-07-29;000373;KIR BAHÇESİ 1000L;48;MARKA-204;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;SIVI JEL DETERJAN;4;38,44;153,76;Marmara;İstanbul;SİLİVRİ;CUMHURİYET MAH.;CUMHURİYET MAH.İÇİM SOKAK NO:117 96393 SİLİVRİ/İSTANBUL;2022-12-25 08:46:18.383;2022-12-25 08:46:42.063
91;26022022-000023;2022-02-26 08:43:26.553;1112;Sudenur Basmacı;K;1968-10-22;000153;ŞU 1,5 LİTRE;4,8;MARKA-210;İÇECEK;SU MADENSUYU;SU;3;7,1;21,3;Doğu Anadolu;Erzincan;ERZİNCAN MERKEZ;GEÇİT-GAZİ MAH.;GEÇİT-GAZİ MAH.141. SOKAK NO:829 90629 ERZİNCAN MERKEZ/ERZİNCAN;2022-02-26 08:43:42.933;2022-02-26 08:43:52.893
92;28052022-000024;2022-05-28 08:44:02.573;2101;Nebahat Maraşlı;K;1986-11-06;000035;BİBER SALÇASI CAM ACI 550GR;39,6;MARKA-200;GIDA;HAZIR YEMEKLER;SALÇA;1;38,08;38,08;Marmara;Edirne;ENEZ;GAZİÖMERBEY MAH.;GAZİÖMERBEY MAH.ATATÜRK CADDESİ SOKAK NO:765 89935 ENEZ/EDİRNE;2022-05-28 08:44:15.783;2022-05-28 08:44:46.097
93;28052022-000024;2022-05-28 08:44:02.573;2101;Nebahat Maraşlı;K;1986-11-06;000124;ÜÇGEN PEYNİR 8 PORSİYON;25,2;MARKA-108;SÜT KAHVALTILIK;PEYNİR;ÖZEL-KREM PEYNİR;2;30,87;61,74;Marmara;Edirne;ENEZ;GAZİÖMERBEY MAH.;GAZİÖMERBEY MAH.ATATÜRK CADDESİ SOKAK NO:765 89935 ENEZ/EDİRNE;2022-05-28 08:44:28.570;2022-05-28 08:44:46.097
94;04062022-000025;2022-06-04 08:43:49.583;5684;Güler Gürlek;K;1993-08-07;001336;BALIK ÇITIR 400 GR;110;MARKA-167;GIDA;DONDURULMUŞ GIDA;ET ÜRÜNLERİ;1;133;133;Akdeniz;Hatay;KIRIKHAN;KARATAŞ KÖYÜ;KARATAŞ KÖYÜ MAH.DELİBEKİRLİ YOLU ÜZERİ MEVKİ SOKAK NO:79 94420 KIRIKHAN/HATAY;2022-06-04 08:44:01.273;2022-06-04 08:44:19.903
95;04062022-000025;2022-06-04 08:43:49.583;5684;Güler Gürlek;K;1993-08-07;000125;6 Lİ KÜP ORMAN 40 GR;18,8;MARKA-108;SÜT KAHVALTILIK;SÜT;MEYVELİ SÜT;2;15,93;31,86;Akdeniz;Hatay;KIRIKHAN;KARATAŞ KÖYÜ;KARATAŞ KÖYÜ MAH.DELİBEKİRLİ YOLU ÜZERİ MEVKİ SOKAK NO:79 94420 KIRIKHAN/HATAY;2022-06-04 08:44:10.733;2022-06-04 08:44:19.903
96;25022022-000026;2022-02-25 08:48:34.620;3000;Ayşegül Akan;K;1998-02-21;001147;MADENSU FRUTTİ LİMON 200ML;4,4;MARKA-206;İÇECEK;SU MADENSUYU;MADENSUYU;1;4,95;4,95;Doğu Anadolu;Malatya;MALATYA MERKEZ;ÇAVUŞOĞLU MAH.;ÇAVUŞOĞLU MAH.SANAYİ 7 CD 3 SK SOKAK NO:607 102461 MALATYA MERKEZ/MALATYA;2022-02-25 08:48:49.740;2022-02-25 08:49:39.567
97;25022022-000026;2022-02-25 08:48:34.620;3000;Ayşegül Akan;K;1998-02-21;000156;İKİZ MAXİ PLUS 42 Lİ;79,2;MARKA-210;BEBEK;ÇOCUK BEZLERİ;BEZLER;2;97,21;194,42;Doğu Anadolu;Malatya;MALATYA MERKEZ;ÇAVUŞOĞLU MAH.;ÇAVUŞOĞLU MAH.SANAYİ 7 CD 3 SK SOKAK NO:607 102461 MALATYA MERKEZ/MALATYA;2022-02-25 08:48:57.977;2022-02-25 08:49:39.567
98;25022022-000026;2022-02-25 08:48:34.620;3000;Ayşegül Akan;K;1998-02-21;001080;KREM SANTİ 75 GR.SADE;11,92;MARKA-210;GIDA;UNLU MAMÜLLER;PASTA MALZEMELERİ;4;16,02;64,08;Doğu Anadolu;Malatya;MALATYA MERKEZ;ÇAVUŞOĞLU MAH.;ÇAVUŞOĞLU MAH.SANAYİ 7 CD 3 SK SOKAK NO:607 102461 MALATYA MERKEZ/MALATYA;2022-02-25 08:49:06.073;2022-02-25 08:49:39.567
99;25022022-000026;2022-02-25 08:48:34.620;3000;Ayşegül Akan;K;1998-02-21;000878;FAREŞAVAR PELET ÖLDÜRME ETKİLİ;110;MARKA-173;DETERJAN TEMİZLİK;EV TEMİZLEYİCİ;HAŞERE ÖLDÜRÜCÜ;4;161,74;646,96;Doğu Anadolu;Malatya;MALATYA MERKEZ;ÇAVUŞOĞLU MAH.;ÇAVUŞOĞLU MAH.SANAYİ 7 CD 3 SK SOKAK NO:607 102461 MALATYA MERKEZ/MALATYA;2022-02-25 08:49:15.380;2022-02-25 08:49:39.567
100;25022022-000026;2022-02-25 08:48:34.620;3000;Ayşegül Akan;K;1998-02-21;000562;SAKIZ TROPİK 27 GR;20;MARKA-92;GIDA;SAKIZ SEKERLEME;SAKIZ;4;20,57;82,28;Doğu Anadolu;Malatya;MALATYA MERKEZ;ÇAVUŞOĞLU MAH.;ÇAVUŞOĞLU MAH.SANAYİ 7 CD 3 SK SOKAK NO:607 102461 MALATYA MERKEZ/MALATYA;2022-02-25 08:49:30.473;2022-02-25 08:49:39.567
101;16062022-000027;2022-06-16 08:43:17.637;5218;Nesrin Sağlam;K;1970-04-21;000795;CİPS 76 GR. ACI BAHARATLI;12;MARKA-116;GIDA;BÜSKİVİ ÇEREZ;CİPS;2;11,08;22,16;Ege;Balıkesir;BALIKESİR MERKEZ;DUMLUPINAR MAH.;DUMLUPINAR MAH.10_TABUK SOKAK NO:693 83564 BALIKESİR MERKEZ/BALIKESİR;2022-06-16 08:43:31.200;2022-06-16 08:43:45.773
102;02102022-000028;2022-10-02 08:47:10.623;934;Sefa Özışık;E;1975-07-24;000443;SABUN 100 GR. SALATALIK;10;MARKA-139;KOZMETİK;DUŞ BANYO;KATI SABUNLAR;2;12,55;25,1;İç Anadolu;Konya;ALTINEKİN;DEDELER-MERKEZ MAH.;DEDELER-MERKEZ MAH.CERAN SOKAK NO:621 100777 ALTINEKİN/KONYA;2022-10-02 08:47:15.060;2022-10-02 08:48:06.930
103;02102022-000028;2022-10-02 08:47:10.623;934;Sefa Özışık;E;1975-07-24;000761;OTO YIKAMA FIRÇASI SAPLI;135,92;MARKA-22;DETERJAN TEMİZLİK;EV TEMİZLİK GEREÇLERİ;FIRÇA SÜPÜRGE;1;109,95;109,95;İç Anadolu;Konya;ALTINEKİN;DEDELER-MERKEZ MAH.;DEDELER-MERKEZ MAH.CERAN SOKAK NO:621 100777 ALTINEKİN/KONYA;2022-10-02 08:47:27.387;2022-10-02 08:48:06.930
104;02102022-000028;2022-10-02 08:47:10.623;934;Sefa Özışık;E;1975-07-24;000500;ZEYTİNYAĞLI 485ML;18;MARKA-26;SÜT KAHVALTILIK;TEREYAĞ MARGARİN;MARGARİNLER;3;21,14;63,42;İç Anadolu;Konya;ALTINEKİN;DEDELER-MERKEZ MAH.;DEDELER-MERKEZ MAH.CERAN SOKAK NO:621 100777 ALTINEKİN/KONYA;2022-10-02 08:47:35.417;2022-10-02 08:48:06.930
105;02102022-000028;2022-10-02 08:47:10.623;934;Sefa Özışık;E;1975-07-24;000412;SIVI SABUN 400ML DENİZ MİNERALLI;27,6;MARKA-139;KOZMETİK;DUŞ BANYO;SIVI JEL SABUNLAR;4;29,64;118,56;İç Anadolu;Konya;ALTINEKİN;DEDELER-MERKEZ MAH.;DEDELER-MERKEZ MAH.CERAN SOKAK NO:621 100777 ALTINEKİN/KONYA;2022-10-02 08:47:39.890;2022-10-02 08:48:06.930
106;02102022-000028;2022-10-02 08:47:10.623;934;Sefa Özışık;E;1975-07-24;001065;KAĞIT HELVA 140 GR;31,6;MARKA-129;SÜT KAHVALTILIK;KAHVALTILIK;HELVA;4;30,63;122,52;İç Anadolu;Konya;ALTINEKİN;DEDELER-MERKEZ MAH.;DEDELER-MERKEZ MAH.CERAN SOKAK NO:621 100777 ALTINEKİN/KONYA;2022-10-02 08:47:51.803;2022-10-02 08:48:06.930
107;02102022-000028;2022-10-02 08:47:10.623;934;Sefa Özışık;E;1975-07-24;001025;500ML MULTİ-PROTECTİON;116;MARKA-51;KOZMETİK;AĞIZ BAKIM;AĞIZ SULARI;3;118,19;354,57;İç Anadolu;Konya;ALTINEKİN;DEDELER-MERKEZ MAH.;DEDELER-MERKEZ MAH.CERAN SOKAK NO:621 100777 ALTINEKİN/KONYA;2022-10-02 08:47:53.410;2022-10-02 08:48:06.930
108;29032022-000029;2022-03-29 08:45:14.633;4746;Fevzi Özgür;E;1995-06-11;000749;MISIRÖZÜ YAĞI 5 LT;183,12;MARKA-185;GIDA;SIVI YAĞLAR;MISIRÖZÜ;2;241,3;482,6;Karadeniz;Kastamonu;KASTAMONU MERKEZ;DARIBÜKÜ KÖYÜ;DARIBÜKÜ KÖYÜ MAH.KÖYİÇİ SOKAK NO:400 97894 KASTAMONU MERKEZ/KASTAMONU;2022-03-29 08:45:23.267;2022-03-29 08:45:57.220
109;29032022-000029;2022-03-29 08:45:14.633;4746;Fevzi Özgür;E;1995-06-11;000428;350ML ŞAMPUAN GÜÇLÜ VE PARLAK;42;MARKA-77;KOZMETİK;SAÇ BAKIM;ŞAMPUANLAR;4;35,5;142;Karadeniz;Kastamonu;KASTAMONU MERKEZ;DARIBÜKÜ KÖYÜ;DARIBÜKÜ KÖYÜ MAH.KÖYİÇİ SOKAK NO:400 97894 KASTAMONU MERKEZ/KASTAMONU;2022-03-29 08:45:37.537;2022-03-29 08:45:57.220
