ID;USERNAME_;PASSWORD_;NAME_;SURNAME;EMAIL;GENDER;BIRTHDATE;TELNR1;TELNR2;CITY;TOWN;DISTRICT;ADDRESSTEXT
82;E_ADAN;111B95F5C9194B6A86C152EA3FE22D80;Erol;Adan;E_ADAN@turkcellgy.com;E;1951-02-26;(530) 2234484;(530) 1422939;ÇORUM;İSKİLİP;BÜYÜKTAŞ MAH.;BÜYÜKTAŞ MAH.MUTAFLAR SOKAK NO:400 88074 İSKİLİP/ÇORUM
83;B_TUNALI;9F1359912F59416AB61D77A2BE53D6E2;Berkay;Tunalı;B_TUNALI@turkcellgy.com;E;1997-03-29;(536) 2288938;(534) 1523904;MARDİN;ÖMERLİ;ŞAFAK MAH.;ŞAFAK MAH.1029. SOKAK NO:886 105067 ÖMERLİ/MARDİN
84;"B_TASBULAK ";BBF89DBCF4A5444C87EDA86FDD2FCA86;Burak;Taşbulak;B_TASBULAK @turkcellgy.com;E;1954-06-04;(535) 1918287;(531) 1710528;ELAZIĞ;ELAZIĞ MERKEZ;YENİKONAK KÖYÜ;YENİ MAH.GENÇLİK SOKAK NO:803 90174 ELAZIĞ MERKEZ/ELAZIĞ
85;M_EGILMEZBAS;63ABC0B47554499092EEE7C032287E47;Masal;Eğilmezbaş;M_EGILMEZBAS@turkcellgy.com;K;1986-06-02;(534) 1488134;(536) 1492751;GAZİANTEP;ŞAHİNBEY;KOCAOĞLAN MAH.;KOCAOĞLAN MAH.47023. SOKAK NO:282 92314 ŞAHİNBEY/GAZİANTEP
86;H_BUCAKLI;45E3EB6A0D2E476BBA08C12AB4E6B17D;Havin;Bucaklı;H_BUCAKLI@turkcellgy.com;K;1975-02-03;(537) 2186589;(536) 1556828;İSTANBUL;BÜYÜKÇEKMECE;YENİMAHALLE MAH.;YENİMAHALLE MAH.İSİMSİZ_443 SOKAK NO:774 96352 BÜYÜKÇEKMECE/İSTANBUL
87;S_INCEOGLU;1EBC7475B7BB4AC69E4D4142996BD40B;Sebahat;İnceoğlu;S_INCEOGLU@turkcellgy.com;K;1976-01-04;(536) 1235982;(530) 1747243;GAZİANTEP;ŞAHİNBEY;FIRAT MAH.;FIRAT MAH.96016. SOKAK NO:258 92288 ŞAHİNBEY/GAZİANTEP
88;E_ACAR;7AC17CE461FD473A9CC0C93E4B0B1034;Ezgi;Acar;E_ACAR@turkcellgy.com;K;1953-03-09;(531) 1907987;(537) 1388458;BURDUR;BURDUR MERKEZ;BAĞLAR MAH.;BAĞLAR MAH.7. SOKAK NO:341 85587 BURDUR MERKEZ/BURDUR
89;S_SAKIR;8855976287644F9CAC4D428B71FBB17C;Sultan;Şakir;S_SAKIR@turkcellgy.com;K;1989-09-17;(530) 1803901;(531) 1411985;BURSA;NİLÜFER;ÇALI MAH.;ÇALI MAH.YENİ MEZARLIK CADDESİ SOKAK NO:53 85917 NİLÜFER/BURSA
90;D_TOKTAS;4FCAC9CACAB8445F98D53DC757B75CB2;Diyar;Toktaş;D_TOKTAS@turkcellgy.com;E;1997-07-14;(534) 1187912;(533) 1961437;TEKİRDAĞ;ÇORLU;MİSİNLİ-KALE MAH.;MİSİNLİ-KALE MAH.3.ARALIK SOKAK NO:528 110954 ÇORLU/TEKİRDAĞ
91;H_CILINGIROGLU;392A2715EF6E4FC296AE41977AD45BCC;Hamza;Çilingiroğlu;H_CILINGIROGLU@turkcellgy.com;E;1980-05-28;(532) 1841852;(536) 1746707;İZMİR;TORBALI;TORBALI MAH.;TORBALI MAH.5159. SOKAK NO:281 97428 TORBALI/İZMİR
92;E_OZBIR;AAC739739FFF4E2BBFCFCA89A2F01333;Ebubekir;Özbir;E_OZBIR@turkcellgy.com;E;1987-10-21;(536) 1574939;(533) 1581460;BİLECİK;BOZÜYÜK;ÇARŞI MAH.;ÇARŞI MAH.366. SOKAK NO:334 84376 BOZÜYÜK/BİLECİK
93;E_SUREKLI;5A329150C8904E29B53627B231AF1082;Elif  ada;Sürekli;E_SUREKLI@turkcellgy.com;K;1965-10-10;(534) 1461294;(536) 1169077;GİRESUN;GÖRELE;GÜVENDİK KÖYÜ;GÜVENDİK KÖYÜ MAH.MUSTAFAOĞLU MEVKİ SOKAK NO:744 93334 GÖRELE/GİRESUN
94;"P_ATICI ";59F92CF1B84642169C7C0F0477C4BA86;Polat;Atıcı;P_ATICI @turkcellgy.com;E;1953-12-12;(530) 2122361;(531) 1321891;KASTAMONU;TAŞKÖPRÜ;ÜSTATLAR MAH.;ÜSTATLAR MAH.ÇEŞME SOKAK NO:227 98712 TAŞKÖPRÜ/KASTAMONU
95;"H_AKGOZ ";C4AE012FAB61434DA0D1EBBD2384AEBA;Hanım;Akgöz;H_AKGOZ @turkcellgy.com;K;1959-07-20;(534) 1202506;(533) 1947497;AKSARAY;AKSARAY MERKEZ;TACİN MAH.;TACİN MAH.92 / TACİN CADDESİ SOKAK NO:523 115379 AKSARAY MERKEZ/AKSARAY
96;H_AYVERDI;6421CD2236964507A6876ABD70FD4DC0;Hayrettin;Ayverdi;H_AYVERDI@turkcellgy.com;E;1971-09-13;(534) 2152131;(537) 1129471;RİZE;KALKANDERE;YOLBAŞI-MERKEZ MAH.;YOLBAŞI-MERKEZ MAH.KİRAZLIK SOKAK NO:136 107595 KALKANDERE/RİZE
97;R_ERKEKLI;609771BFCB4848B6B4A7E7833C6AF9C8;Ravza;Erkekli;R_ERKEKLI@turkcellgy.com;K;1967-11-24;(531) 1138918;(537) 1349126;ADANA;SEYHAN;GÜLPINAR MAH.;GÜLPINAR MAH.37049. SOKAK NO:189 78063 SEYHAN/ADANA
98;S_KOKSAL;2424AFB871484E80A4B948309FC9710C;Songül;Köksal;S_KOKSAL@turkcellgy.com;K;1962-05-15;(530) 1783791;(530) 1127584;SAMSUN;İLKADIM;KALE MAH.;KALE MAH.CAMİİ KEBİR SOKAK NO:335 119818 İLKADIM/SAMSUN
99;"C_DICLE ";3FE4A01A24BA43ECAA18D2C899872482;Çağla;Dicle;C_DICLE @turkcellgy.com;K;1984-02-29;(534) 2027414;(533) 1285997;DENİZLİ;DENİZLİ MERKEZ;PAMUKKALE-PAMUK MAH.;PAMUKKALE-PAMUK MAH.NERGİZ SOKAK NO:443 88674 DENİZLİ MERKEZ/DENİZLİ
100;S_COREKCI;C6668DDF84E74FA9BA64037DFF4694A3;Semih;Çörekçi;S_COREKCI@turkcellgy.com;E;1999-09-28;(530) 2186594;(535) 1977449;BURSA;OSMANGAZİ;MAKSEM MAH.;MAKSEM MAH.3.MEHTAP SOKAK NO:598 86035 OSMANGAZİ/BURSA
101;T_BESOK;F9EB24F4354D4C8A8F1C2703D0992198;Toprak;Beşok;T_BESOK@turkcellgy.com;E;1951-11-04;(532) 2271817;(532) 1431175;ANKARA;POLATLI;ŞENTEPE MAH.;ŞENTEPE MAH.KUTUP SOKAK NO:163 81938 POLATLI/ANKARA
102;M_SOYAK;A7018F8992B54C0BAB0D709BE5311375;Muhammed   talha;Soyak;M_SOYAK@turkcellgy.com;E;1961-08-09;(530) 1507936;(533) 1274478;SAMSUN;TERME;KOCAMAN-MERKEZ MAH.;KOCAMAN-MERKEZ MAH.GEMİ SOKAK NO:261 109067 TERME/SAMSUN
103;"K_AKARSU ";2DA593759D9649AC8DC41C379F21BE5F;Kayra;Akarsu;K_AKARSU @turkcellgy.com;E;1980-08-21;(533) 1134911;(535) 1500561;ESKİŞEHİR;ODUNPAZARI;YENİSOFÇA KÖYÜ;YENİSOFÇA KÖYÜ MAH.183.SOKAK SOKAK NO:244 91869 ODUNPAZARI/ESKİŞEHİR
104;D_AKAL;3E632F8A390F4A5BB656AAE028304E94;Derya;Akal;D_AKAL@turkcellgy.com;K;1978-12-03;(531) 1964567;(536) 1599438;DENİZLİ;SARAYKÖY;DUACILI-EFE MAH.;DUACILI-EFE MAH.115. SOKAK NO:345 89134 SARAYKÖY/DENİZLİ
105;A_KUCUK;AFC3E8C5BC354F9FB3F570B2A7783139;Aydın;Küçük;A_KUCUK@turkcellgy.com;E;1981-07-28;(531) 2066169;(534) 1161467;UŞAK;SİVASLI;TATAR-DEDEBALLAR MAH.;TATAR-DEDEBALLAR MAH.ÇUKUR SOKAK NO:333 113804 SİVASLI/UŞAK
106;B_MAHIR;6670842FC84C4B00A67A0512D64C7500;Beyza;Mahir;B_MAHIR@turkcellgy.com;K;1951-11-19;(537) 2213796;(535) 2186342;İSTANBUL;ARNAVUTKÖY;MUSTAFA KEMAL PAŞA MAH.;MUSTAFA KEMAL PAŞA MAH.TEKSOY SOKAK NO:341 119238 ARNAVUTKÖY/İSTANBUL
107;S_KOCABIYIK;603E8FF7F1FC4295A94D19363332F8A4;Serdar;Kocabıyık;S_KOCABIYIK@turkcellgy.com;E;1966-11-30;(532) 1671028;(533) 1673529;BALIKESİR;EDREMİT/BALIKESİR;ÇIKRIKÇI KÖYÜ;ÇIKRIKÇI KÖYÜ MAH.862. SOKAK NO:773 83913 EDREMİT/BALIKESİR/BALIKESİR
108;E_AYKAN;ED2EA848086848FE99FE2E6DEA2D3C26;Elifnur;Aykan;E_AYKAN@turkcellgy.com;K;1950-11-22;(534) 1196862;(531) 2066943;GAZİANTEP;ŞAHİNBEY;CUMHURİYET MAH.;CUMHURİYET MAH.13021. SOKAK NO:501 92275 ŞAHİNBEY/GAZİANTEP
109;"S_EKLER ";CCE632BFB29E4F898FE9E077F2182AE4;Sude  naz;Ekler;S_EKLER @turkcellgy.com;K;1951-01-23;(533) 1739630;(537) 2108371;KONYA;MERAM;KURTULUŞ MAH.;KURTULUŞ MAH.YASEMİN SOKAK NO:640 100560 MERAM/KONYA
110;M_DENKEL;AFE75FAAE150480CB3792B5BC5848057;Muhammet   emin;Denkel;M_DENKEL@turkcellgy.com;E;1955-12-15;(530) 1739928;(531) 2341026;ESKİŞEHİR;MİHALGAZİ;SAKARIILICA KÖYÜ;SAKARIILICA KÖYÜ MAH.AKAR SOKAK NO:409 126167 MİHALGAZİ/ESKİŞEHİR
111;H_ERSAN;3C0D3541BA974D359441F2835C19CF8F;Hamit;Ersan;H_ERSAN@turkcellgy.com;E;1958-10-13;(531) 1541963;(534) 2274499;TEKİRDAĞ;MURATLI;KAZIM DİRİK-TURAN MAH.;KAZIM DİRİK-TURAN MAH.YUDUM SOKAK NO:213 111027 MURATLI/TEKİRDAĞ
112;H_SONAY;497E9F30376C44EAB6CC34F70BAC910F;Hamza;Sonay;H_SONAY@turkcellgy.com;E;1994-07-31;(536) 1237309;(531) 1212567;KONYA;MERAM;HACI FETTAH MAH.;HACI FETTAH MAH.EBUBEKİR ÇELEBİ SOKAK NO:733 100540 MERAM/KONYA
113;C_KARAER;BB440760FF1943EBB873060D13DD7098;Ceyda;Karaer;C_KARAER@turkcellgy.com;K;1955-03-02;(533) 2154513;(534) 1187683;BİLECİK;GÖLPAZARI;ORTA MAH.;ORTA MAH.29. SOKAK NO:123 84408 GÖLPAZARI/BİLECİK
114;M_KUNTER;E4758C6A47214A8BB2B40584ECC9284F;Mevlüt;Kunter;M_KUNTER@turkcellgy.com;E;1954-12-17;(535) 1750410;(536) 1523054;DENİZLİ;DENİZLİ MERKEZ;GERZELE MAH.;GERZELE MAH.332. SOKAK NO:309 88633 DENİZLİ MERKEZ/DENİZLİ
115;"B_TEOMAN ";C01D5CAF57E34178B3D9861D996C3BA7;Birsen;Teoman;B_TEOMAN @turkcellgy.com;K;1951-07-27;(534) 2145529;(531) 1736877;MERSİN;TARSUS;ÇAĞLAYAN MAH.;ÇAĞLAYAN MAH.1026. SOKAK NO:107 95534 TARSUS/MERSİN
116;C_KOCAS;6F985608FE364CC39B249B763EACCE12;Cuma;Koçaş;C_KOCAS@turkcellgy.com;E;1989-05-04;(534) 2175833;(530) 1133654;VAN;BAŞKALE;OĞULVEREN KÖYÜ;OĞULVEREN KÖYÜ MAH.KÖYİÇİ SOKAK NO:74 113950 BAŞKALE/VAN
117;H_MUMCU;E8D563F41F5A45D4909F4E22A28B8F71;Hümeyra;Mumcu;H_MUMCU@turkcellgy.com;K;1960-02-17;(532) 1399444;(535) 1921226;MERSİN;MUT;YAZALANI MAH.;YAZALANI MAH.MEHMET AKİF ERSOY SOKAK NO:85 95340 MUT/MERSİN
118;E_CATAKLI;51E36D771E1B4EE0B5798ACDF521584D;Esmanur;Çataklı;E_CATAKLI@turkcellgy.com;K;1962-10-01;(531) 1323114;(535) 1754018;MUĞLA;ORTACA;YERBELEN MAH.;YERBELEN MAH.927. SOKAK NO:176 105460 ORTACA/MUĞLA
119;F_ELMASTASOGLU;2826BF6D0CCF4352BED3A15E8876A65C;Fahrettin;Elmastaşoğlu;F_ELMASTASOGLU@turkcellgy.com;E;1953-06-15;(532) 2050641;(535) 1762371;BURDUR;BURDUR MERKEZ;BÜĞDÜZ-OĞUZHAN MAH.;BÜĞDÜZ-OĞUZHAN MAH.NERGİZ SOKAK NO:648 85632 BURDUR MERKEZ/BURDUR
120;S_AKBULUT;FC5EE8C510F3448A9E31D7F10E708A97;Süleyman;Akbulut;S_AKBULUT@turkcellgy.com;E;1950-08-10;(530) 2252355;(535) 1163237;BALIKESİR;BALIKESİR MERKEZ;PAŞA ALANI MAH.;PAŞA ALANI MAH.31_255. SOKAK NO:482 83584 BALIKESİR MERKEZ/BALIKESİR
121;D_MAYHOS;D458172C0CD04F1D87525101FF243DD0;Dilek;Mayhoş;D_MAYHOS@turkcellgy.com;K;1977-09-18;(534) 1167207;(535) 1892640;GAZİANTEP;ŞEHİTKAMİL;ATATÜRK MAH.;ATATÜRK MAH.ABDULKADİR AKSU BULVARI SOKAK NO:79 92400 ŞEHİTKAMİL/GAZİANTEP
122;R_BASOGLU;70367711FB2A450596C6DF5EC27F5C8B;Rıdvan;Başoğlu;R_BASOGLU@turkcellgy.com;E;1984-09-18;(536) 1915959;(536) 1387600;ÇANAKKALE;AYVACIK/ÇANAKKALE;HAMDİBEY MAH.;HAMDİBEY MAH.EMSAL SOKAK NO:457 86948 AYVACIK/ÇANAKKALE/ÇANAKKALE
123;Z_UYSAL;F8D848971B6446C88CEE5FA154ABF3F6;Zeliha;Uysal;Z_UYSAL@turkcellgy.com;K;1974-08-26;(537) 2212296;(536) 2198713;AYDIN;NAZİLLİ;ÇAPAHASAN MAH.;ÇAPAHASAN MAH.389. SOKAK NO:531 83414 NAZİLLİ/AYDIN
124;Z_HAKVERDI;BF8476D5C28545AB930B3B8275CD8CC2;Zeliha;Hakverdi;Z_HAKVERDI@turkcellgy.com;K;1963-03-13;(532) 1999374;(534) 1365009;MERSİN;MUT;KARŞIYAKA MAH.;KARŞIYAKA MAH.YANKI SOKAK NO:806 95335 MUT/MERSİN
125;"A_CEYHUN ";002390D7889A46A7BA160D7139816108;Aydın;Ceyhun;A_CEYHUN @turkcellgy.com;E;1999-02-17;(532) 2055103;(534) 2013637;UŞAK;UŞAK MERKEZ;BELKAYA KÖYÜ;BELKAYA KÖYÜ MAH.BELKAYA MÜCAVİR MEVKİ SOKAK NO:539 113565 UŞAK MERKEZ/UŞAK
126;"M_EKIM ";746291E6580B4DEA89A3549819DFAA1E;Medine;Ekim;M_EKIM @turkcellgy.com;K;1970-10-09;(532) 2212892;(530) 1358326;SAMSUN;ÇARŞAMBA;SARICALI MAH.;SARICALI MAH.HASANLI CADDESİ SOKAK NO:230 108513 ÇARŞAMBA/SAMSUN
127;A_BATURALP;67B898A98D72467495BCFD62A36AD03A;Abdullah;Baturalp;A_BATURALP@turkcellgy.com;E;1984-07-09;(537) 1451962;(535) 1643065;ADANA;SEYHAN;İSTİKLAL MAH.;İSTİKLAL MAH.FERİT CELAL GÜVEN CADDESİ SOKAK NO:413 78135 SEYHAN/ADANA
128;"Y_AKGOZ ";830B447A1F19417FB8414FA90D6C6582;Yıldız;Akgöz;Y_AKGOZ @turkcellgy.com;K;1979-05-14;(537) 2244491;(537) 2242058;KASTAMONU;BOZKURT/KASTAMONU;MERKEZ MAH.;MERKEZ MAH.YÜKSEL CADDESİ SOKAK NO:651 98103 BOZKURT/KASTAMONU/KASTAMONU
129;B_EGILMEZ;296948F4A439448A8727FE1E5A0DD190;Bedirhan;Eğilmez;B_EGILMEZ@turkcellgy.com;E;1998-02-27;(535) 1681174;(533) 1975513;KAYSERİ;DEVELİ;SİNDELHÖYÜK-YENİCE MAH.;SİNDELHÖYÜK-YENİCE MAH.KARACALAR CADDESİ SOKAK NO:737 99199 DEVELİ/KAYSERİ
130;M_CAKAR;2DA0C36A4C9846C58AD38F6607C1E4FD;Müzeyyen;Çakar;M_CAKAR@turkcellgy.com;K;1986-06-11;(531) 1680477;(531) 1471080;EDİRNE;EDİRNE MERKEZ;ŞÜKRÜPAŞA MAH.;ŞÜKRÜPAŞA MAH.LOJMANLAR CADDESİ SOKAK NO:221 89911 EDİRNE MERKEZ/EDİRNE
131;U_TILBE;A9A539350E3A4AED848E1ACEA5FD2525;Uğur;Tilbe;U_TILBE@turkcellgy.com;E;1975-01-08;(534) 2257530;(536) 1744813;KÜTAHYA;TAVŞANLI;ÖMERBEY MAH.;ÖMERBEY MAH.SORKUN KÜME EVLERİ SOKAK NO:301 102250 TAVŞANLI/KÜTAHYA
132;M_DILLIGIL;947334D13884407DA16AAF9952C121E0;Murat;Dilligil;M_DILLIGIL@turkcellgy.com;E;1999-01-26;(533) 1782771;(537) 1502290;BURSA;YILDIRIM;VAKIF MAH.;VAKIF MAH.4.YAĞMUR SOKAK NO:406 86154 YILDIRIM/BURSA
133;B_DEMIRARSLAN;A22CF9BCD4534E309D9E7028C48E4726;Birsen;Demirarslan;B_DEMIRARSLAN@turkcellgy.com;K;1999-11-01;(532) 2247833;(531) 1244647;ANTALYA;KEPEZ;VARSAK ESENTEPE MAH.;VARSAK KARŞIYAKA MAH.1290. SOKAK NO:55 118757 KEPEZ/ANTALYA
134;"S_TERZI ";4930D71E5471415A8E1CDF7DA3E90E14;Samet;Terzi;S_TERZI @turkcellgy.com;E;1965-08-11;(533) 2179215;(537) 1161141;ANTALYA;MANAVGAT;SİDE-SELİMİYE MAH.;SİDE-SELİMİYE MAH.604. SOKAK NO:810 82641 MANAVGAT/ANTALYA
135;A_CELIKKOL;8DCE2C0B44E44E1A80E2101C95509CD3;Azra;Çelikkol;A_CELIKKOL@turkcellgy.com;K;1990-02-21;(530) 1282741;(531) 2313549;BURSA;OSMANGAZİ;YENİBAĞLAR MAH.;YENİBAĞLAR MAH.1.GÜLCAN SOKAK NO:111 125905 OSMANGAZİ/BURSA
136;I_ACAR;E5BDCE640D434E14853A461B0E409338;İhsan;Acar;I_ACAR@turkcellgy.com;E;1969-07-14;(531) 1194349;(530) 1753060;DENİZLİ;ACIPAYAM;AKALAN-AŞAĞI MAH.;AKALAN-AŞAĞI MAH.205. SOKAK NO:470 88692 ACIPAYAM/DENİZLİ
137;C_ORBAY;E00CCA14555B4480AAB7142C174E0B91;Celal;Orbay;C_ORBAY@turkcellgy.com;E;1951-01-09;(535) 1205451;(534) 1407192;ANKARA;NALLIHAN;NASUHPAŞA MAH.;NASUHPAŞA MAH.İPEK SOKAK NO:553 81866 NALLIHAN/ANKARA
138;D_DEMIRARSLAN;04A85F0D1E204291A0CFD2778E4FBBED;Döndü;Demirarslan;D_DEMIRARSLAN@turkcellgy.com;K;1958-11-01;(532) 1627689;(531) 1990522;ADANA;YÜREĞİR;KIŞLA MAH.;KIŞLA MAH.4387. SOKAK NO:737 78189 YÜREĞİR/ADANA
139;"A_KARATEPE ";8D093DCD876E4DE29F6097E2BDD3383F;Aliye;Karatepe;A_KARATEPE @turkcellgy.com;K;1956-08-19;(533) 2072378;(535) 2321947;HATAY;SAMANDAĞ;KOYUNOĞLU-CUMHURİYET MAH.;KOYUNOĞLU-CUMHURİYET MAH.140. SOKAK NO:722 94522 SAMANDAĞ/HATAY
140;I_CETIN;4D25DC7340494B8F8E9DD6E03ECBCD13;İpek;Çetin;I_CETIN@turkcellgy.com;K;1988-05-17;(531) 1585171;(530) 1342228;İZMİR;ÇEŞME;CUMHURİYET MAH.;CUMHURİYET MAH.4532. SOKAK NO:11 96942 ÇEŞME/İZMİR
141;"M_ATILGAN ";C8036032960E4BC88F8E3ABA9C08394A;Mehmet   ali;Atılgan;M_ATILGAN @turkcellgy.com;E;1980-08-08;(535) 2194813;(535) 1348081;GAZİANTEP;ŞEHİTKAMİL;ATATÜRK MAH.;ATATÜRK MAH.01023 NOLU SOKAK NO:644 92400 ŞEHİTKAMİL/GAZİANTEP
142;H_OZSENER;B36357CE7C7445CBA4ED212ABA346628;Harun;Özşener;H_OZSENER@turkcellgy.com;E;1995-08-26;(530) 1318001;(536) 1883939;BİNGÖL;BİNGÖL MERKEZ;YENİŞEHİR MAH.;YENİŞEHİR MAH.GÜVEN SOKAK NO:145 84602 BİNGÖL MERKEZ/BİNGÖL
143;"H_AKKOYUNLU ";0D38170D4B104468BC3F4196EA3D5580;Habibe;Akkoyunlu;H_AKKOYUNLU @turkcellgy.com;K;1967-07-31;(530) 1254258;(536) 1693245;OSMANİYE;BAHÇE;İSTİKLAL MAH.;İSTİKLAL MAH.58. SOKAK NO:752 118034 BAHÇE/OSMANİYE
144;N_GENCERLER;CE1439F9C93E4548B64246FFA4CFEEBC;Naz;Gençerler;N_GENCERLER@turkcellgy.com;K;1967-05-13;(533) 1746290;(536) 2286728;KİLİS;POLATELİ;CUMHURİYET MAH.;CUMHURİYET MAH.GÜLDÜZÜ CADDESİ SOKAK NO:486 117954 POLATELİ/KİLİS
145;E_AYCAN;E305E82CE76844BFAB962929E59ECF60;Evren;Aycan;E_AYCAN@turkcellgy.com;E;1971-06-21;(532) 2329543;(537) 2344728;İSTANBUL;ÜMRANİYE;ALTINŞEHİR MAH.;ALTINŞEHİR MAH.KİREMİT SOKAK NO:786 96222 ÜMRANİYE/İSTANBUL
146;"M_ATICI ";A5BBED87D4AD4AF0A303259C4A9487E1;Meliha;Atıcı;M_ATICI @turkcellgy.com;K;1999-05-20;(536) 1728722;(533) 2094984;İZMİR;BUCA;SEYHAN MAH.;SEYHAN MAH.663/4 SOKAK NO:565 96532 BUCA/İZMİR
147;Y_BOLAT;05AC0BB0A8394FABA6AD64DBB358629B;Yusuf   ali;Bolat;Y_BOLAT@turkcellgy.com;E;1954-07-17;(536) 1639879;(531) 1766128;DENİZLİ;DENİZLİ MERKEZ;ÇAMLARALTI MAH.;ÇAMLARALTI MAH.6080. SOKAK NO:366 88641 DENİZLİ MERKEZ/DENİZLİ
148;L_SOZERI;DE12FB5CAB404B02A75F7C1B47D10E3A;Lina;Sözeri;L_SOZERI@turkcellgy.com;K;1985-01-11;(531) 1461493;(533) 1889062;KASTAMONU;TOSYA;İBNİ SELİM MAH.;İBNİ SELİM MAH.HAMZABABA ÇIKMAZI SOKAK NO:44 98858 TOSYA/KASTAMONU
149;"E_SEVGI ";4978071706AF4438BE2CA205EB0B5303;Ebubekir;Sevgi;E_SEVGI @turkcellgy.com;E;1998-06-11;(530) 1274478;(537) 2246676;KONYA;SELÇUKLU;SİLLE AK MAH.;SİLLE AK MAH.TUTKUN SOKAK NO:94 100677 SELÇUKLU/KONYA
150;B_SANLI;85733FD685EE4B788C27FA73BFFD0924;Betül;Şanlı;B_SANLI@turkcellgy.com;K;1965-10-24;(534) 2015138;(534) 1398124;BURSA;YILDIRIM;SAMANLI MAH.;SAMANLI MAH.12.FATİH SOKAK NO:501 86145 YILDIRIM/BURSA
151;N_ALTUN;4155BAAC5DDE44E88E57653DE1482DBB;Nevzat;Altun;N_ALTUN@turkcellgy.com;E;1988-05-21;(530) 1498969;(536) 1146991;KOCAELİ;GÖLCÜK;DONANMA MAH.;DONANMA MAH.196. SOKAK NO:135 100210 GÖLCÜK/KOCAELİ
152;S_OKYAY;5FFABCAB9039497289AEF6F99D0FF55A;Serkan;Okyay;S_OKYAY@turkcellgy.com;E;1982-06-09;(531) 2009689;(533) 2345160;VAN;ÇATAK;KORULU KÖYÜ;KORULU KÖYÜ MAH.SIĞIRCIK MEVKİ SOKAK NO:891 114049 ÇATAK/VAN
153;Z_GUVENER;8F368758D1E245F39A942F8D9FC54346;Zilan;Güvener;Z_GUVENER@turkcellgy.com;K;1962-07-02;(531) 1553607;(533) 1172536;İSTANBUL;ESENLER;TUNA MAH.;TUNA MAH.678. SOKAK NO:140 95818 ESENLER/İSTANBUL
154;A_TASLI;AC9E119F49C3428D9F7EB4397481BD17;Ahmet;Taşlı;A_TASLI@turkcellgy.com;E;1966-07-18;(531) 2235858;(532) 1633341;KONYA;CİHANBEYLİ;GÖLYAZI-YENİ MAH.;GÖLYAZI-YENİ MAH.CANHÜSEYİN YAYLASI KÜME EVLERİ SOKAK NO:688 100914 CİHANBEYLİ/KONYA
155;"Y_KAAN ";CDA6348482EE4CA79327AE15CC8483B9;Yeşim;Kaan;Y_KAAN @turkcellgy.com;K;1978-03-17;(531) 2192456;(535) 2086264;İSTANBUL;BÜYÜKÇEKMECE;YENİMAHALLE MAH.;YENİMAHALLE MAH.İSİMSİZ_462 SOKAK NO:482 96352 BÜYÜKÇEKMECE/İSTANBUL
156;B_OKUR;55239271DDC148189707EA4011154100;Beren;Okur;B_OKUR@turkcellgy.com;K;1992-07-04;(534) 2045337;(532) 1551192;ADIYAMAN;BESNİ;SUVARLI-CUMHURİYET MAH.;SUVARLI-CUMHURİYET MAH.ÇEÇEN SOKAK NO:101 121446 BESNİ/ADIYAMAN
157;B_TOPBAS;DBF9120212E84D0CBAE50D3026E7FC9D;Bilal;Topbaş;B_TOPBAS@turkcellgy.com;E;1960-05-24;(535) 2130646;(537) 2210656;SİNOP;ERFELEK;KINIK MAH.;KINIK MAH.KARAAĞAÇ KÜME EVLERİ SOKAK NO:228 109722 ERFELEK/SİNOP
158;A_MUMCU;DFF9C5D6119E481C9E799C59FE8B543B;Asel;Mumcu;A_MUMCU@turkcellgy.com;K;1971-01-01;(531) 1972538;(534) 1691815;AĞRI;AĞRI MERKEZ;KAZIM KARABEKİR MAH.;KAZIM KARABEKİR MAH.2035. SOKAK NO:370 80009 AĞRI MERKEZ/AĞRI
159;C_SAHINOGLU;6EE4F08C124A47E2809095BBD8A1791B;Cuma;Şahinoğlu;C_SAHINOGLU@turkcellgy.com;E;1960-11-09;(532) 2105633;(532) 1629629;İSTANBUL;PENDİK;AHMET YESEVİ MAH.;AHMET YESEVİ MAH.SEVDA SOKAK NO:82 96099 PENDİK/İSTANBUL
160;C_AGAOGLU;A8E75E31F83E4C158FD03CFD84971044;Ceylan;Ağaoğlu;C_AGAOGLU@turkcellgy.com;K;1975-09-26;(533) 1938316;(533) 1912819;KIRKLARELİ;PINARHİSAR;YENİCE-HÜRRİYET MAH.;YENİCE-HÜRRİYET MAH.EVCİLER CADDESİ SOKAK NO:571 99751 PINARHİSAR/KIRKLARELİ
161;M_OZTAN;A54451B42CF441D09BBA5B11611C7D87;Meliha;Öztan;M_OZTAN@turkcellgy.com;K;1972-12-31;(535) 2171855;(535) 1384824;KOCAELİ;DERİNCE;YAVUZ SULTAN MAH.;YAVUZ SULTAN MAH.MERT SOKAK NO:784 100384 DERİNCE/KOCAELİ
162;N_BERK;2E31B950BEC04773BE53BDB8F58074F2;Nazlı;Berk;N_BERK@turkcellgy.com;K;1973-04-15;(534) 1579314;(536) 2337169;GAZİANTEP;ARABAN;ESKİALTINTAŞ KÖYÜ;ESKİALTINTAŞ KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:107 92563 ARABAN/GAZİANTEP
163;B_ATALIK;CD3EFDDA423745328C94C0EB497E4A76;Beyza  nur;Atalık;B_ATALIK@turkcellgy.com;K;1997-10-09;(535) 1548309;(534) 1375088;AYDIN;DİDİM;AKBÜK-ATATÜRK MAH.;AKBÜK-ATATÜRK MAH.3329. SOKAK NO:678 83153 DİDİM/AYDIN
